date,team1,team2,score1,score2,time,game_type,text_content
"Thursday, July 3, 2025",Chicago White Sox,Los Angeles Dodgers,2,6,,,Chicago White Sox (2) @ Los Angeles Dodgers (6) Boxscore
"Thursday, July 3, 2025",Minnesota Twins,Miami Marlins,1,4,,,Minnesota Twins (1) @ Miami Marlins (4) Boxscore
"Thursday, July 3, 2025",Milwaukee Brewers,New York Mets,2,3,,,Milwaukee Brewers (2) @ New York Mets (3) Boxscore
"Thursday, July 3, 2025",Kansas City Royals,Seattle Mariners,3,2,,,Kansas City Royals (3) @ Seattle Mariners (2) Boxscore
"Thursday, July 3, 2025",New York Yankees,Toronto Blue Jays,5,8,,,New York Yankees (5) @ Toronto Blue Jays (8) Boxscore
"Thursday, July 3, 2025",Detroit Tigers,Washington Nationals,7,11,,,Detroit Tigers (7) @ Washington Nationals (11) Boxscore
"Friday, July 4, 2025",Kansas City Royals,Arizona D'Backs,9,3,,,Kansas City Royals (9) @ Arizona D'Backs (3) Boxscore
"Friday, July 4, 2025",San Francisco Giants,Athletics,2,11,,,San Francisco Giants (2) @ Athletics (11) Boxscore
"Friday, July 4, 2025",Baltimore Orioles,Atlanta Braves,3,2,,,Baltimore Orioles (3) @ Atlanta Braves (2) Boxscore
"Friday, July 4, 2025",St. Louis Cardinals,Chicago Cubs,3,11,,,St. Louis Cardinals (3) @ Chicago Cubs (11) Boxscore
"Friday, July 4, 2025",Detroit Tigers,Cleveland Guardians,2,1,,,Detroit Tigers (2) @ Cleveland Guardians (1) Boxscore
"Friday, July 4, 2025",Chicago White Sox,Colorado Rockies,3,2,,,Chicago White Sox (3) @ Colorado Rockies (2) Boxscore
"Friday, July 4, 2025",Houston Astros,Los Angeles Dodgers,18,1,,,Houston Astros (18) @ Los Angeles Dodgers (1) Boxscore
"Friday, July 4, 2025",Milwaukee Brewers,Miami Marlins,6,5,,,Milwaukee Brewers (6) @ Miami Marlins (5) Boxscore
"Friday, July 4, 2025",Tampa Bay Rays,Minnesota Twins,3,4,,,Tampa Bay Rays (3) @ Minnesota Twins (4) Boxscore
"Friday, July 4, 2025",New York Yankees,New York Mets,5,6,,,New York Yankees (5) @ New York Mets (6) Boxscore
"Friday, July 4, 2025",Cincinnati Reds,Philadelphia Phillies,9,6,,,Cincinnati Reds (9) @ Philadelphia Phillies (6) Boxscore
"Friday, July 4, 2025",Texas Rangers,San Diego Padres,2,3,,,Texas Rangers (2) @ San Diego Padres (3) Boxscore
"Friday, July 4, 2025",Pittsburgh Pirates,Seattle Mariners,0,6,,,Pittsburgh Pirates (0) @ Seattle Mariners (6) Boxscore
"Friday, July 4, 2025",Los Angeles Angels,Toronto Blue Jays,3,4,,,Los Angeles Angels (3) @ Toronto Blue Jays (4) Boxscore
"Friday, July 4, 2025",Boston Red Sox,Washington Nationals,11,2,,,Boston Red Sox (11) @ Washington Nationals (2) Boxscore
"Saturday, July 5, 2025",Kansas City Royals,Arizona D'Backs,1,7,,,Kansas City Royals (1) @ Arizona D'Backs (7) Boxscore
"Saturday, July 5, 2025",San Francisco Giants,Athletics,7,2,,,San Francisco Giants (7) @ Athletics (2) Boxscore
"Saturday, July 5, 2025",Baltimore Orioles,Atlanta Braves,9,6,,,Baltimore Orioles (9) @ Atlanta Braves (6) Boxscore
"Saturday, July 5, 2025",St. Louis Cardinals,Chicago Cubs,8,6,,,St. Louis Cardinals (8) @ Chicago Cubs (6) Boxscore
"Saturday, July 5, 2025",Detroit Tigers,Cleveland Guardians,1,0,,,Detroit Tigers (1) @ Cleveland Guardians (0) Boxscore
"Saturday, July 5, 2025",Chicago White Sox,Colorado Rockies,10,3,,,Chicago White Sox (10) @ Colorado Rockies (3) Boxscore
"Saturday, July 5, 2025",Houston Astros,Los Angeles Dodgers,6,4,,,Houston Astros (6) @ Los Angeles Dodgers (4) Boxscore
"Saturday, July 5, 2025",Milwaukee Brewers,Miami Marlins,2,4,,,Milwaukee Brewers (2) @ Miami Marlins (4) Boxscore
"Saturday, July 5, 2025",Tampa Bay Rays,Minnesota Twins,5,6,,,Tampa Bay Rays (5) @ Minnesota Twins (6) Boxscore
"Saturday, July 5, 2025",New York Yankees,New York Mets,6,12,,,New York Yankees (6) @ New York Mets (12) Boxscore
"Saturday, July 5, 2025",Cincinnati Reds,Philadelphia Phillies,1,5,,,Cincinnati Reds (1) @ Philadelphia Phillies (5) Boxscore
"Saturday, July 5, 2025",Texas Rangers,San Diego Padres,7,4,,,Texas Rangers (7) @ San Diego Padres (4) Boxscore
"Saturday, July 5, 2025",Pittsburgh Pirates,Seattle Mariners,0,1,,,Pittsburgh Pirates (0) @ Seattle Mariners (1) Boxscore
"Saturday, July 5, 2025",Los Angeles Angels,Toronto Blue Jays,3,4,,,Los Angeles Angels (3) @ Toronto Blue Jays (4) Boxscore
"Saturday, July 5, 2025",Boston Red Sox,Washington Nationals,10,3,,,Boston Red Sox (10) @ Washington Nationals (3) Boxscore
"Sunday, July 6, 2025",Kansas City Royals,Arizona D'Backs,4,0,,,Kansas City Royals (4) @ Arizona D'Backs (0) Boxscore
"Sunday, July 6, 2025",San Francisco Giants,Athletics,6,2,,,San Francisco Giants (6) @ Athletics (2) Boxscore
"Sunday, July 6, 2025",Baltimore Orioles,Atlanta Braves,2,1,,,Baltimore Orioles (2) @ Atlanta Braves (1) Boxscore
"Sunday, July 6, 2025",St. Louis Cardinals,Chicago Cubs,0,11,,,St. Louis Cardinals (0) @ Chicago Cubs (11) Boxscore
"Sunday, July 6, 2025",Detroit Tigers,Cleveland Guardians,7,2,,,Detroit Tigers (7) @ Cleveland Guardians (2) Boxscore
"Sunday, July 6, 2025",Chicago White Sox,Colorado Rockies,4,6,,,Chicago White Sox (4) @ Colorado Rockies (6) Boxscore
"Sunday, July 6, 2025",Houston Astros,Los Angeles Dodgers,5,1,,,Houston Astros (5) @ Los Angeles Dodgers (1) Boxscore
"Sunday, July 6, 2025",Milwaukee Brewers,Miami Marlins,3,1,,,Milwaukee Brewers (3) @ Miami Marlins (1) Boxscore
"Sunday, July 6, 2025",Tampa Bay Rays,Minnesota Twins,7,5,,,Tampa Bay Rays (7) @ Minnesota Twins (5) Boxscore
"Sunday, July 6, 2025",New York Yankees,New York Mets,6,4,,,New York Yankees (6) @ New York Mets (4) Boxscore
"Sunday, July 6, 2025",Cincinnati Reds,Philadelphia Phillies,1,3,,,Cincinnati Reds (1) @ Philadelphia Phillies (3) Boxscore
"Sunday, July 6, 2025",Texas Rangers,San Diego Padres,1,4,,,Texas Rangers (1) @ San Diego Padres (4) Boxscore
"Sunday, July 6, 2025",Pittsburgh Pirates,Seattle Mariners,0,1,,,Pittsburgh Pirates (0) @ Seattle Mariners (1) Boxscore
"Sunday, July 6, 2025",Los Angeles Angels,Toronto Blue Jays,2,3,,,Los Angeles Angels (2) @ Toronto Blue Jays (3) Boxscore
"Sunday, July 6, 2025",Boston Red Sox,Washington Nationals,6,4,,,Boston Red Sox (6) @ Washington Nationals (4) Boxscore
"Monday, July 7, 2025",Texas Rangers,Los Angeles Angels,5,6,,,Texas Rangers (5) @ Los Angeles Angels (6) Boxscore
"Monday, July 7, 2025",Colorado Rockies,Boston Red Sox,3,9,,,Colorado Rockies (3) @ Boston Red Sox (9) Boxscore
"Monday, July 7, 2025",Toronto Blue Jays,Chicago White Sox,8,4,,,Toronto Blue Jays (8) @ Chicago White Sox (4) Boxscore
"Monday, July 7, 2025",Miami Marlins,Cincinnati Reds,5,1,,,Miami Marlins (5) @ Cincinnati Reds (1) Boxscore
"Monday, July 7, 2025",Tampa Bay Rays,Detroit Tigers,1,5,,,Tampa Bay Rays (1) @ Detroit Tigers (5) Boxscore
"Monday, July 7, 2025",Cleveland Guardians,Houston Astros,7,5,,,Cleveland Guardians (7) @ Houston Astros (5) Boxscore
"Monday, July 7, 2025",Pittsburgh Pirates,Kansas City Royals,3,9,,,Pittsburgh Pirates (3) @ Kansas City Royals (9) Boxscore
"Monday, July 7, 2025",Los Angeles Dodgers,Milwaukee Brewers,1,9,,,Los Angeles Dodgers (1) @ Milwaukee Brewers (9) Boxscore
"Monday, July 7, 2025",Arizona D'Backs,San Diego Padres,6,3,,,Arizona D'Backs (6) @ San Diego Padres (3) Boxscore
"Monday, July 7, 2025",Philadelphia Phillies,San Francisco Giants,1,3,,,Philadelphia Phillies (1) @ San Francisco Giants (3) Boxscore
"Tuesday, July 8, 2025",Texas Rangers,Los Angeles Angels,13,1,,,Texas Rangers (13) @ Los Angeles Angels (1) Boxscore
"Tuesday, July 8, 2025",Atlanta Braves,Athletics,1,10,,,Atlanta Braves (1) @ Athletics (10) Boxscore
"Tuesday, July 8, 2025",New York Mets,Baltimore Orioles,7,6,,,New York Mets (7) @ Baltimore Orioles (6) Boxscore
"Tuesday, July 8, 2025",Colorado Rockies,Boston Red Sox,2,10,,,Colorado Rockies (2) @ Boston Red Sox (10) Boxscore
"Tuesday, July 8, 2025",Toronto Blue Jays,Chicago White Sox,6,1,,,Toronto Blue Jays (6) @ Chicago White Sox (1) Boxscore
"Tuesday, July 8, 2025",Miami Marlins,Cincinnati Reds,12,2,,,Miami Marlins (12) @ Cincinnati Reds (2) Boxscore
"Tuesday, July 8, 2025",Tampa Bay Rays,Detroit Tigers,2,4,,,Tampa Bay Rays (2) @ Detroit Tigers (4) Boxscore
"Tuesday, July 8, 2025",Cleveland Guardians,Houston Astros,10,6,,,Cleveland Guardians (10) @ Houston Astros (6) Boxscore
"Tuesday, July 8, 2025",Pittsburgh Pirates,Kansas City Royals,3,4,,,Pittsburgh Pirates (3) @ Kansas City Royals (4) Boxscore
"Tuesday, July 8, 2025",Los Angeles Dodgers,Milwaukee Brewers,1,3,,,Los Angeles Dodgers (1) @ Milwaukee Brewers (3) Boxscore
"Tuesday, July 8, 2025",Chicago Cubs,Minnesota Twins,1,8,,,Chicago Cubs (1) @ Minnesota Twins (8) Boxscore
"Tuesday, July 8, 2025",Seattle Mariners,New York Yankees,3,10,,,Seattle Mariners (3) @ New York Yankees (10) Boxscore
"Tuesday, July 8, 2025",Arizona D'Backs,San Diego Padres,0,1,,,Arizona D'Backs (0) @ San Diego Padres (1) Boxscore
"Tuesday, July 8, 2025",Philadelphia Phillies,San Francisco Giants,3,4,,,Philadelphia Phillies (3) @ San Francisco Giants (4) Boxscore
"Tuesday, July 8, 2025",Washington Nationals,St. Louis Cardinals,2,4,,,Washington Nationals (2) @ St. Louis Cardinals (4) Boxscore
"Wednesday, July 9, 2025",Texas Rangers,Los Angeles Angels,8,11,,,Texas Rangers (8) @ Los Angeles Angels (11) Boxscore
"Wednesday, July 9, 2025",Atlanta Braves,Athletics,9,2,,,Atlanta Braves (9) @ Athletics (2) Boxscore
"Wednesday, July 9, 2025",Colorado Rockies,Boston Red Sox,2,10,,,Colorado Rockies (2) @ Boston Red Sox (10) Boxscore
"Wednesday, July 9, 2025",Toronto Blue Jays,Chicago White Sox,1,2,,,Toronto Blue Jays (1) @ Chicago White Sox (2) Boxscore
"Wednesday, July 9, 2025",Miami Marlins,Cincinnati Reds,2,7,,,Miami Marlins (2) @ Cincinnati Reds (7) Boxscore
"Wednesday, July 9, 2025",Tampa Bay Rays,Detroit Tigers,7,3,,,Tampa Bay Rays (7) @ Detroit Tigers (3) Boxscore
"Wednesday, July 9, 2025",Cleveland Guardians,Houston Astros,4,2,,,Cleveland Guardians (4) @ Houston Astros (2) Boxscore
"Wednesday, July 9, 2025",Pittsburgh Pirates,Kansas City Royals,3,4,,,Pittsburgh Pirates (3) @ Kansas City Royals (4) Boxscore
"Wednesday, July 9, 2025",Los Angeles Dodgers,Milwaukee Brewers,2,3,,,Los Angeles Dodgers (2) @ Milwaukee Brewers (3) Boxscore
"Wednesday, July 9, 2025",Chicago Cubs,Minnesota Twins,2,4,,,Chicago Cubs (2) @ Minnesota Twins (4) Boxscore
"Wednesday, July 9, 2025",Seattle Mariners,New York Yankees,6,9,,,Seattle Mariners (6) @ New York Yankees (9) Boxscore
"Wednesday, July 9, 2025",Arizona D'Backs,San Diego Padres,8,2,,,Arizona D'Backs (8) @ San Diego Padres (2) Boxscore
"Wednesday, July 9, 2025",Philadelphia Phillies,San Francisco Giants,13,0,,,Philadelphia Phillies (13) @ San Francisco Giants (0) Boxscore
"Wednesday, July 9, 2025",Washington Nationals,St. Louis Cardinals,8,2,,,Washington Nationals (8) @ St. Louis Cardinals (2) Boxscore
"Thursday, July 10, 2025",Texas Rangers,Los Angeles Angels,11,4,,,Texas Rangers (11) @ Los Angeles Angels (4) Boxscore
"Thursday, July 10, 2025",Atlanta Braves,Athletics,4,5,,,Atlanta Braves (4) @ Athletics (5) Boxscore
"Thursday, July 10, 2025",New York Mets,Baltimore Orioles,1,3,,,New York Mets (1) @ Baltimore Orioles (3) Boxscore
"Thursday, July 10, 2025",New York Mets,Baltimore Orioles,3,7,,,New York Mets (3) @ Baltimore Orioles (7) Boxscore
"Thursday, July 10, 2025",Tampa Bay Rays,Boston Red Sox,3,4,,,Tampa Bay Rays (3) @ Boston Red Sox (4) Boxscore
"Thursday, July 10, 2025",Miami Marlins,Cincinnati Reds,0,6,,,Miami Marlins (0) @ Cincinnati Reds (6) Boxscore
"Thursday, July 10, 2025",Chicago Cubs,Minnesota Twins,8,1,,,Chicago Cubs (8) @ Minnesota Twins (1) Boxscore
"Thursday, July 10, 2025",Seattle Mariners,New York Yankees,5,6,,,Seattle Mariners (5) @ New York Yankees (6) Boxscore
"Thursday, July 10, 2025",Arizona D'Backs,San Diego Padres,3,4,,,Arizona D'Backs (3) @ San Diego Padres (4) Boxscore
"Thursday, July 10, 2025",Washington Nationals,St. Louis Cardinals,1,8,,,Washington Nationals (1) @ St. Louis Cardinals (8) Boxscore
"Friday, July 11, 2025",Arizona D'Backs,Los Angeles Angels,5,6,,,Arizona D'Backs (5) @ Los Angeles Angels (6) Boxscore
"Friday, July 11, 2025",Toronto Blue Jays,Athletics,7,6,,,Toronto Blue Jays (7) @ Athletics (6) Boxscore
"Friday, July 11, 2025",Miami Marlins,Baltimore Orioles,2,5,,,Miami Marlins (2) @ Baltimore Orioles (5) Boxscore
"Friday, July 11, 2025",Tampa Bay Rays,Boston Red Sox,4,5,,,Tampa Bay Rays (4) @ Boston Red Sox (5) Boxscore
"Friday, July 11, 2025",Cleveland Guardians,Chicago White Sox,4,2,,,Cleveland Guardians (4) @ Chicago White Sox (2) Boxscore
"Friday, July 11, 2025",Cleveland Guardians,Chicago White Sox,4,5,,,Cleveland Guardians (4) @ Chicago White Sox (5) Boxscore
"Friday, July 11, 2025",Colorado Rockies,Cincinnati Reds,3,2,,,Colorado Rockies (3) @ Cincinnati Reds (2) Boxscore
"Friday, July 11, 2025",Seattle Mariners,Detroit Tigers,12,3,,,Seattle Mariners (12) @ Detroit Tigers (3) Boxscore
"Friday, July 11, 2025",Texas Rangers,Houston Astros,7,3,,,Texas Rangers (7) @ Houston Astros (3) Boxscore
"Friday, July 11, 2025",New York Mets,Kansas City Royals,8,3,,,New York Mets (8) @ Kansas City Royals (3) Boxscore
"Friday, July 11, 2025",Washington Nationals,Milwaukee Brewers,3,8,,,Washington Nationals (3) @ Milwaukee Brewers (8) Boxscore
"Friday, July 11, 2025",Pittsburgh Pirates,Minnesota Twins,1,2,,,Pittsburgh Pirates (1) @ Minnesota Twins (2) Boxscore
"Friday, July 11, 2025",Chicago Cubs,New York Yankees,0,11,,,Chicago Cubs (0) @ New York Yankees (11) Boxscore
"Friday, July 11, 2025",Philadelphia Phillies,San Diego Padres,2,4,,,Philadelphia Phillies (2) @ San Diego Padres (4) Boxscore
"Friday, July 11, 2025",Los Angeles Dodgers,San Francisco Giants,7,8,,,Los Angeles Dodgers (7) @ San Francisco Giants (8) Boxscore
"Friday, July 11, 2025",Atlanta Braves,St. Louis Cardinals,6,5,,,Atlanta Braves (6) @ St. Louis Cardinals (5) Boxscore
"Saturday, July 12, 2025",Arizona D'Backs,Los Angeles Angels,5,10,,,Arizona D'Backs (5) @ Los Angeles Angels (10) Boxscore
"Saturday, July 12, 2025",Toronto Blue Jays,Athletics,3,4,,,Toronto Blue Jays (3) @ Athletics (4) Boxscore
"Saturday, July 12, 2025",Miami Marlins,Baltimore Orioles,6,0,,,Miami Marlins (6) @ Baltimore Orioles (0) Boxscore
"Saturday, July 12, 2025",Tampa Bay Rays,Boston Red Sox,0,1,,,Tampa Bay Rays (0) @ Boston Red Sox (1) Boxscore
"Saturday, July 12, 2025",Cleveland Guardians,Chicago White Sox,6,2,,,Cleveland Guardians (6) @ Chicago White Sox (2) Boxscore
"Saturday, July 12, 2025",Colorado Rockies,Cincinnati Reds,3,4,,,Colorado Rockies (3) @ Cincinnati Reds (4) Boxscore
"Saturday, July 12, 2025",Seattle Mariners,Detroit Tigers,15,7,,,Seattle Mariners (15) @ Detroit Tigers (7) Boxscore
"Saturday, July 12, 2025",Texas Rangers,Houston Astros,4,5,,,Texas Rangers (4) @ Houston Astros (5) Boxscore
"Saturday, July 12, 2025",New York Mets,Kansas City Royals,3,1,,,New York Mets (3) @ Kansas City Royals (1) Boxscore
"Saturday, July 12, 2025",Washington Nationals,Milwaukee Brewers,5,6,,,Washington Nationals (5) @ Milwaukee Brewers (6) Boxscore
"Saturday, July 12, 2025",Pittsburgh Pirates,Minnesota Twins,4,12,,,Pittsburgh Pirates (4) @ Minnesota Twins (12) Boxscore
"Saturday, July 12, 2025",Chicago Cubs,New York Yankees,5,2,,,Chicago Cubs (5) @ New York Yankees (2) Boxscore
"Saturday, July 12, 2025",Philadelphia Phillies,San Diego Padres,4,5,,,Philadelphia Phillies (4) @ San Diego Padres (5) Boxscore
"Saturday, July 12, 2025",Los Angeles Dodgers,San Francisco Giants,2,1,,,Los Angeles Dodgers (2) @ San Francisco Giants (1) Boxscore
"Saturday, July 12, 2025",Atlanta Braves,St. Louis Cardinals,7,6,,,Atlanta Braves (7) @ St. Louis Cardinals (6) Boxscore
"Sunday, July 13, 2025",Arizona D'Backs,Los Angeles Angels,5,1,,,Arizona D'Backs (5) @ Los Angeles Angels (1) Boxscore
"Sunday, July 13, 2025",Toronto Blue Jays,Athletics,3,6,,,Toronto Blue Jays (3) @ Athletics (6) Boxscore
"Sunday, July 13, 2025",Miami Marlins,Baltimore Orioles,11,1,,,Miami Marlins (11) @ Baltimore Orioles (1) Boxscore
"Sunday, July 13, 2025",Tampa Bay Rays,Boston Red Sox,1,4,,,Tampa Bay Rays (1) @ Boston Red Sox (4) Boxscore
"Sunday, July 13, 2025",Cleveland Guardians,Chicago White Sox,6,5,,,Cleveland Guardians (6) @ Chicago White Sox (5) Boxscore
"Sunday, July 13, 2025",Colorado Rockies,Cincinnati Reds,2,4,,,Colorado Rockies (2) @ Cincinnati Reds (4) Boxscore
"Sunday, July 13, 2025",Seattle Mariners,Detroit Tigers,8,4,,,Seattle Mariners (8) @ Detroit Tigers (4) Boxscore
"Sunday, July 13, 2025",Texas Rangers,Houston Astros,5,1,,,Texas Rangers (5) @ Houston Astros (1) Boxscore
"Sunday, July 13, 2025",New York Mets,Kansas City Royals,2,3,,,New York Mets (2) @ Kansas City Royals (3) Boxscore
"Sunday, July 13, 2025",Washington Nationals,Milwaukee Brewers,1,8,,,Washington Nationals (1) @ Milwaukee Brewers (8) Boxscore
"Sunday, July 13, 2025",Pittsburgh Pirates,Minnesota Twins,2,1,,,Pittsburgh Pirates (2) @ Minnesota Twins (1) Boxscore
"Sunday, July 13, 2025",Chicago Cubs,New York Yankees,4,1,,,Chicago Cubs (4) @ New York Yankees (1) Boxscore
"Sunday, July 13, 2025",Philadelphia Phillies,San Diego Padres,2,1,,,Philadelphia Phillies (2) @ San Diego Padres (1) Boxscore
"Sunday, July 13, 2025",Los Angeles Dodgers,San Francisco Giants,5,2,,,Los Angeles Dodgers (5) @ San Francisco Giants (2) Boxscore
"Sunday, July 13, 2025",Atlanta Braves,St. Louis Cardinals,4,5,,,Atlanta Braves (4) @ St. Louis Cardinals (5) Boxscore
"Friday, July 18, 2025",St. Louis Cardinals,Arizona D'Backs,3,7,,,St. Louis Cardinals (3) @ Arizona D'Backs (7) Boxscore
"Friday, July 18, 2025",New York Yankees,Atlanta Braves,3,7,,,New York Yankees (3) @ Atlanta Braves (7) Boxscore
"Friday, July 18, 2025",Boston Red Sox,Chicago Cubs,1,4,,,Boston Red Sox (1) @ Chicago Cubs (4) Boxscore
"Friday, July 18, 2025",Athletics,Cleveland Guardians,6,8,,,Athletics (6) @ Cleveland Guardians (8) Boxscore
"Friday, July 18, 2025",Minnesota Twins,Colorado Rockies,4,6,,,Minnesota Twins (4) @ Colorado Rockies (6) Boxscore
"Friday, July 18, 2025",Milwaukee Brewers,Los Angeles Dodgers,2,0,,,Milwaukee Brewers (2) @ Los Angeles Dodgers (0) Boxscore
"Friday, July 18, 2025",Kansas City Royals,Miami Marlins,7,8,,,Kansas City Royals (7) @ Miami Marlins (8) Boxscore
"Friday, July 18, 2025",Cincinnati Reds,New York Mets,8,4,,,Cincinnati Reds (8) @ New York Mets (4) Boxscore
"Friday, July 18, 2025",Los Angeles Angels,Philadelphia Phillies,6,5,,,Los Angeles Angels (6) @ Philadelphia Phillies (5) Boxscore
"Friday, July 18, 2025",Chicago White Sox,Pittsburgh Pirates,10,1,,,Chicago White Sox (10) @ Pittsburgh Pirates (1) Boxscore
"Friday, July 18, 2025",Houston Astros,Seattle Mariners,1,6,,,Houston Astros (1) @ Seattle Mariners (6) Boxscore
"Friday, July 18, 2025",Baltimore Orioles,Tampa Bay Rays,1,11,,,Baltimore Orioles (1) @ Tampa Bay Rays (11) Boxscore
"Friday, July 18, 2025",Detroit Tigers,Texas Rangers,0,2,,,Detroit Tigers (0) @ Texas Rangers (2) Boxscore
"Friday, July 18, 2025",San Francisco Giants,Toronto Blue Jays,0,4,,,San Francisco Giants (0) @ Toronto Blue Jays (4) Boxscore
"Friday, July 18, 2025",San Diego Padres,Washington Nationals,7,2,,,San Diego Padres (7) @ Washington Nationals (2) Boxscore
"Saturday, July 19, 2025",St. Louis Cardinals,Arizona D'Backs,1,10,,,St. Louis Cardinals (1) @ Arizona D'Backs (10) Boxscore
"Saturday, July 19, 2025",New York Yankees,Atlanta Braves,12,9,,,New York Yankees (12) @ Atlanta Braves (9) Boxscore
"Saturday, July 19, 2025",Boston Red Sox,Chicago Cubs,0,6,,,Boston Red Sox (0) @ Chicago Cubs (6) Boxscore
"Saturday, July 19, 2025",Athletics,Cleveland Guardians,8,2,,,Athletics (8) @ Cleveland Guardians (2) Boxscore
"Saturday, July 19, 2025",Minnesota Twins,Colorado Rockies,6,10,,,Minnesota Twins (6) @ Colorado Rockies (10) Boxscore
"Saturday, July 19, 2025",Milwaukee Brewers,Los Angeles Dodgers,8,7,,,Milwaukee Brewers (8) @ Los Angeles Dodgers (7) Boxscore
"Saturday, July 19, 2025",Kansas City Royals,Miami Marlins,1,3,,,Kansas City Royals (1) @ Miami Marlins (3) Boxscore
"Saturday, July 19, 2025",Cincinnati Reds,New York Mets,5,2,,,Cincinnati Reds (5) @ New York Mets (2) Boxscore
"Saturday, July 19, 2025",Los Angeles Angels,Philadelphia Phillies,5,9,,,Los Angeles Angels (5) @ Philadelphia Phillies (9) Boxscore
"Saturday, July 19, 2025",Chicago White Sox,Pittsburgh Pirates,10,4,,,Chicago White Sox (10) @ Pittsburgh Pirates (4) Boxscore
"Saturday, July 19, 2025",Houston Astros,Seattle Mariners,6,7,,,Houston Astros (6) @ Seattle Mariners (7) Boxscore
"Saturday, July 19, 2025",Baltimore Orioles,Tampa Bay Rays,3,4,,,Baltimore Orioles (3) @ Tampa Bay Rays (4) Boxscore
"Saturday, July 19, 2025",Detroit Tigers,Texas Rangers,1,4,,,Detroit Tigers (1) @ Texas Rangers (4) Boxscore
"Saturday, July 19, 2025",San Francisco Giants,Toronto Blue Jays,3,6,,,San Francisco Giants (3) @ Toronto Blue Jays (6) Boxscore
"Saturday, July 19, 2025",San Diego Padres,Washington Nationals,2,4,,,San Diego Padres (2) @ Washington Nationals (4) Boxscore
